start_date,incident_type,receiver_country,receiver_region,receiver_category,initiator_country,initiator_category,data_theft,has_disruption,disruption,hijacking,economic_impact,impact_indicator_value
2012-04-24,Disruption,United States,NATO; NORTHAM,Social groups; End user(s) / specially protected groups; Media,Unknown,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2012-04-26,Disruption,Afghanistan,ASIA; SASIA,Social groups,Unknown,Unknown - not attributed,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2012-05-01,Data theft; Hijacking with Misuse,"Myanmar; Canada; Germany; United States; Korea, Republic of; Singapore",ASIA; SEA - NATO; NORTHAM - EUROPE; NATO; EU(MS); WESTEU - NATO; NORTHAM - ASIA; SCS; NEA - ASIA,State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),China,"Non-state actor, state-affiliation suggested",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,
2012-05-22,Data theft & Doxing,United States,NATO; NORTHAM,State institutions / political system,Unknown,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,
2012-02-28,Data theft & Doxing; Disruption,United Nations,,International / supranational organization,Unknown,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2012-02-15,Hijacking without Misuse,India,ASIA; SASIA; SCO,State institutions / political system,Bangladesh,Non-state-group,none,False,none,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,
2012-02-12,Hijacking without Misuse,India,ASIA; SASIA; SCO,State institutions / political system; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Bangladesh,Non-state-group,none,False,none,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,
2012-01-11,Data theft & Doxing,Saudi Arabia,ASIA; MENA; MEA; GULFC,End user(s) / specially protected groups,Israel,Individual hacker(s),For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,
2012-01-01,Data theft,Belgium,EUROPE; EU(MS); NATO; WESTEU,State institutions / political system,United States,State,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,none,none,,
2012-01-01,Disruption,Israel,ASIA; MENA; MEA,Unknown,Pakistan,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2012-01-01,Disruption,India,ASIA; SASIA; SCO,State institutions / political system; Media,Bangladesh,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,
2012-01-01,Data theft; Hijacking with Misuse,Taiwan,ASIA; SCS,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),China,Unknown - not attributed,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,
2012-01-01,Data theft,Canada,NATO; NORTHAM,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),China,State,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,0.0
2012-01-01,Data theft,China,ASIA; SCS; EASIA; NEA; SCO,State institutions / political system; Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Science,Unknown,"Non-state actor, state-affiliation suggested",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,
2012-01-01,Data theft,United States,NATO; NORTHAM,Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),China,"Non-state actor, state-affiliation suggested",For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,
2012-01-01,Data theft,Southeast Asia (region); United States, - NATO; NORTHAM,State institutions / political system; State institutions / political system - State institutions / political system; State institutions / political system,China,Unknown - not attributed,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,none,none,,
2012-01-13,Disruption,Israel,ASIA; MENA; MEA,State institutions / political system,Palestine,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,0.0
2012-02-11,Hijacking without Misuse,Bangladesh,ASIA; SASIA,State institutions / political system,India,Non-state-group,none,False,none,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,
2012-01-16,Disruption,Israel,ASIA; MENA; MEA,Critical infrastructure; Critical infrastructure,Saudi Arabia,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,0.0
2012-01-17,Disruption,United Arab Emirates; Saudi Arabia,ASIA; MENA; MEA; GULFC - ASIA; MENA; MEA; GULFC,Critical infrastructure - Critical infrastructure,Israel,Non-state-group,none,True,Short-term disruption (< 24h; incident scores 1 point in intensity),none,,0.0
